order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,manufacturer,order_year,order_day,order_month,state_code
CA-2017-158344,2017-08-07,2017-08-11,Standard Class,CC-12475,"C, Chapman",Consumer,Moorhead,Minnesota,56560,Central,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,4,0.0,19.8276,Memorex,2017,Monday,August,MN
CA-2017-123351,2017-09-21,2017-09-25,Standard Class,KT-16480,"K, Thornton",Consumer,Columbus,Georgia,31907,South,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,80.48,1,0.0,24.144,APC,2017,Thursday,September,GA
CA-2017-110429,2017-11-03,2017-11-08,Standard Class,DM-13015,"D, Martin",Consumer,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673,3,0.7,-7.782,Mead,2017,Friday,November,PA
US-2016-131611,2016-11-05,2016-11-09,Standard Class,EP-13915,"E, Phan",Consumer,Houston,Texas,77036,Central,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,863.128,8,0.3,-160.2952,Laminate,2016,Saturday,November,TX
US-2016-131611,2016-11-05,2016-11-09,Standard Class,EP-13915,"E, Phan",Consumer,Houston,Texas,77036,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,0.8,-6.237,Storex,2016,Saturday,November,TX
US-2016-131611,2016-11-05,2016-11-09,Standard Class,EP-13915,"E, Phan",Consumer,Houston,Texas,77036,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648,7,0.32,-225.0976,O'Sullivan,2016,Saturday,November,TX
US-2016-131611,2016-11-05,2016-11-09,Standard Class,EP-13915,"E, Phan",Consumer,Houston,Texas,77036,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,12.588,3,0.8,-20.1408,Premium,2016,Saturday,November,TX
US-2016-131611,2016-11-05,2016-11-09,Standard Class,EP-13915,"E, Phan",Consumer,Houston,Texas,77036,Central,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,171.96,5,0.2,45.1395,Logitech,2016,Saturday,November,TX
US-2017-124821,2017-06-25,2017-06-29,Second Class,AM-10705,"A, McFarland",Consumer,Seattle,Washington,98115,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871.4,4,0.0,148.138,Chromcraft,2017,Sunday,June,WA
CA-2016-123806,2016-11-24,2016-11-27,Second Class,LA-16780,"L, Armstrong",Corporate,Baltimore,Maryland,21215,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",207.76,4,0.0,85.1816,Howard,2016,Thursday,November,MD
US-2017-158505,2017-07-21,2017-07-21,Same Day,SF-20200,"S, Foster",Consumer,Murray,Utah,84107,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,71.928,9,0.2,6.2937,PayAnywhere,2017,Friday,July,UT
US-2017-158505,2017-07-21,2017-07-21,Same Day,SF-20200,"S, Foster",Consumer,Murray,Utah,84107,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,0.0,7.5371,BOSTON,2017,Friday,July,UT
CA-2017-151358,2017-08-18,2017-08-22,Standard Class,NF-18595,"N, Fjeld",Home Office,Seattle,Washington,98105,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0.0,61.389,Fellowes,2017,Friday,August,WA
US-2016-107440,2016-04-16,2016-04-20,Standard Class,BS-11365,"B, Shonely",Corporate,Lakewood,New Jersey,8701,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",9099.93,7,0.0,2365.9818,3D,2016,Saturday,April,NJ
US-2016-107440,2016-04-16,2016-04-20,Standard Class,BS-11365,"B, Shonely",Corporate,Lakewood,New Jersey,8701,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,9.96,2,0.0,3.2868,Stacking,2016,Saturday,April,NJ
US-2016-107440,2016-04-16,2016-04-20,Standard Class,BS-11365,"B, Shonely",Corporate,Lakewood,New Jersey,8701,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25.3,5,0.0,11.891,Wilson,2016,Saturday,April,NJ
CA-2017-127516,2017-12-28,2018-01-03,Standard Class,EH-14005,"E, Hernandez",Home Office,Nashville,Tennessee,37211,South,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784,1,0.2,-12.9568,Carina,2017,Thursday,December,TN
CA-2017-102407,2017-12-09,2017-12-13,Second Class,AT-10435,"A, Tate",Home Office,Los Angeles,California,90004,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,11.16,2,0.0,2.79,Newell,2017,Saturday,December,CA
CA-2017-102407,2017-12-09,2017-12-13,Second Class,AT-10435,"A, Tate",Home Office,Los Angeles,California,90004,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,896.328,9,0.2,22.4082,Bevis,2017,Saturday,December,CA
CA-2017-102407,2017-12-09,2017-12-13,Second Class,AT-10435,"A, Tate",Home Office,Los Angeles,California,90004,West,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,189.0,1,0.0,68.04,Harmony,2017,Saturday,December,CA
CA-2017-130967,2017-03-10,2017-03-16,Standard Class,EB-13870,"E, Burns",Consumer,Philadelphia,Pennsylvania,19140,East,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),53.982,3,0.4,-10.7964,Nokia,2017,Friday,March,PA
CA-2017-101581,2017-10-22,2017-10-27,Standard Class,DW-13195,"D, Wiener",Corporate,Redmond,Oregon,97756,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.225,5,0.5,-120.513,KI,2017,Sunday,October,OR
CA-2017-169124,2017-07-03,2017-07-10,Standard Class,MB-17305,"M, Bertelson",Consumer,Citrus Heights,California,95610,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",129.39,3,0.0,54.3438,Howard,2017,Monday,July,CA
CA-2017-117261,2017-09-04,2017-09-10,Standard Class,TH-21235,"T, House",Corporate,Los Angeles,California,90032,West,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",54.32,4,0.0,0.543199999999999,Rogers,2017,Monday,September,CA
CA-2017-129021,2017-08-23,2017-08-26,Second Class,PO-18850,"P, O'Brill",Consumer,Tallahassee,Florida,32303,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,4367.896,13,0.2,327.5922,Samsung,2017,Wednesday,August,FL
CA-2017-129021,2017-08-23,2017-08-26,Second Class,PO-18850,"P, O'Brill",Consumer,Tallahassee,Florida,32303,South,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",49.568,2,0.2,15.49,IBM,2017,Wednesday,August,FL
CA-2017-129021,2017-08-23,2017-08-26,Second Class,PO-18850,"P, O'Brill",Consumer,Tallahassee,Florida,32303,South,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,161.376,6,0.2,12.1032,Fellowes,2017,Wednesday,August,FL
CA-2017-129021,2017-08-23,2017-08-26,Second Class,PO-18850,"P, O'Brill",Consumer,Tallahassee,Florida,32303,South,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",2.784,2,0.2,0.4176,Eldon,2017,Wednesday,August,FL
CA-2017-129021,2017-08-23,2017-08-26,Second Class,PO-18850,"P, O'Brill",Consumer,Tallahassee,Florida,32303,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",8.72,5,0.2,2.943,Ampad,2017,Wednesday,August,FL
CA-2016-121601,2016-10-04,2016-10-04,Same Day,MO-17500,"M, O'Rourke",Consumer,The Colony,Texas,75056,Central,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,59.752,7,0.2,19.4194,Laser,2016,Tuesday,October,TX
CA-2016-161095,2016-06-28,2016-06-28,Same Day,CS-12250,"C, Selesnick",Corporate,Los Angeles,California,90032,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752,3,0.2,2.8101,Recycled,2016,Tuesday,June,CA
CA-2016-161095,2016-06-28,2016-06-28,Same Day,CS-12250,"C, Selesnick",Corporate,Los Angeles,California,90032,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,2,0.2,11.7488,GBC,2016,Tuesday,June,CA
US-2017-136189,2017-12-07,2017-12-11,Standard Class,DC-13285,"D, Catini",Consumer,Richmond,Virginia,23223,South,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,82.38,6,0.0,25.5378,DAX,2017,Thursday,December,VA
CA-2016-153346,2016-01-25,2016-01-27,First Class,TB-21355,"T, Boyes",Corporate,Plainfield,New Jersey,7060,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,3,0.0,2.3025,Dixon,2016,Monday,January,NJ
CA-2016-153346,2016-01-25,2016-01-27,First Class,TB-21355,"T, Boyes",Corporate,Plainfield,New Jersey,7060,East,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",18.0,5,0.0,8.28,Telephone,2016,Monday,January,NJ
CA-2017-118360,2017-04-01,2017-04-07,Standard Class,JC-15775,"J, Castell",Consumer,New York City,New York,10011,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",42.93,9,0.0,19.3185,Wirebound,2017,Saturday,April,NY
CA-2017-149853,2017-10-03,2017-10-09,Standard Class,PO-18850,"P, O'Brill",Consumer,Hialeah,Florida,33012,South,OFF-PA-10000556,Office Supplies,Paper,Xerox 208,15.552,3,0.2,5.4432,Xerox,2017,Tuesday,October,FL
CA-2017-149853,2017-10-03,2017-10-09,Standard Class,PO-18850,"P, O'Brill",Consumer,Hialeah,Florida,33012,South,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,17.92,5,0.2,1.12,Hoover,2017,Tuesday,October,FL
CA-2017-107909,2017-09-01,2017-09-06,Standard Class,SS-20875,"S, Shariari",Consumer,Redmond,Washington,98052,West,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.7966,Logitech LS21,2017,Friday,September,WA
CA-2017-107909,2017-09-01,2017-09-06,Standard Class,SS-20875,"S, Shariari",Consumer,Redmond,Washington,98052,West,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,22.92,5,0.2,8.022,Avery,2017,Friday,September,WA
CA-2017-133501,2017-08-27,2017-09-01,Standard Class,DK-12895,"D, Kaydos",Consumer,Franklin,Tennessee,37064,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,5.184,1,0.2,1.8144,Xerox,2017,Sunday,August,TN
CA-2017-130309,2017-12-17,2017-12-21,Standard Class,GB-14575,"G, Baptist",Consumer,Arlington,Virginia,22204,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,3,0.0,157.8702,Adjustable,2017,Sunday,December,VA
CA-2017-105410,2017-03-19,2017-03-22,First Class,ND-18370,"N, DeCherney",Consumer,San Francisco,California,94110,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",19.824,6,0.2,6.6906,ACCOHIDE,2017,Sunday,March,CA
CA-2017-105410,2017-03-19,2017-03-22,First Class,ND-18370,"N, DeCherney",Consumer,San Francisco,California,94110,West,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,657.504,6,0.2,-131.5008,Jawbone,2017,Sunday,March,CA
CA-2017-105410,2017-03-19,2017-03-22,First Class,ND-18370,"N, DeCherney",Consumer,San Francisco,California,94110,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,99.54,2,0.0,10.9494,Logitech,2017,Sunday,March,CA
CA-2017-105410,2017-03-19,2017-03-22,First Class,ND-18370,"N, DeCherney",Consumer,San Francisco,California,94110,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,199.96,4,0.0,85.9828,Logitech,2017,Sunday,March,CA
CA-2016-120355,2016-09-18,2016-09-25,Standard Class,MM-17260,"M, Morse",Consumer,New Rochelle,New York,10801,East,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,631.782,2,0.1,140.396,Global,2016,Sunday,September,NY
CA-2016-120355,2016-09-18,2016-09-25,Standard Class,MM-17260,"M, Morse",Consumer,New Rochelle,New York,10801,East,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,60.72,3,0.0,26.1096,DAX,2016,Sunday,September,NY
CA-2017-169894,2017-11-24,2017-11-29,Second Class,MV-17485,"M, Huff",Consumer,Mesa,Arizona,85204,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,20.724,2,0.7,-15.1976,GBC,2017,Friday,November,AZ
CA-2017-169894,2017-11-24,2017-11-29,Second Class,MV-17485,"M, Huff",Consumer,Mesa,Arizona,85204,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.872,8,0.2,-41.5872,Fellowes,2017,Friday,November,AZ
US-2017-100482,2017-04-11,2017-04-15,Standard Class,JL-15130,"J, Lebron",Consumer,Lancaster,Ohio,43130,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2,0.2,1.4672,Sterilite,2017,Tuesday,April,OH
US-2017-100482,2017-04-11,2017-04-15,Standard Class,JL-15130,"J, Lebron",Consumer,Lancaster,Ohio,43130,East,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,27.12,2,0.2,-4.746,Kingston,2017,Tuesday,April,OH
CA-2017-107748,2017-12-10,2017-12-12,Second Class,AG-10330,"A, Grayson",Consumer,Stockton,California,95207,West,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4,0.2,34.742,Jackery,2017,Sunday,December,CA
CA-2017-107748,2017-12-10,2017-12-12,Second Class,AG-10330,"A, Grayson",Consumer,Stockton,California,95207,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,12.96,2,0.0,6.2208,Xerox,2017,Sunday,December,CA
CA-2017-153654,2017-11-24,2017-11-26,Second Class,MD-17860,"M, Dominguez",Corporate,Asheville,North Carolina,28806,South,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,19.008,8,0.7,-12.672,Avery,2017,Friday,November,NC
CA-2017-162565,2017-12-11,2017-12-11,Same Day,RR-19315,"R, Ritter",Consumer,Aurora,Illinois,60505,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,10.368,2,0.2,3.6288,Xerox,2017,Monday,December,IL
CA-2017-162565,2017-12-11,2017-12-11,Same Day,RR-19315,"R, Ritter",Consumer,Aurora,Illinois,60505,Central,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,77.72,1,0.6,-66.062,Electrix,2017,Monday,December,IL
CA-2017-162565,2017-12-11,2017-12-11,Same Day,RR-19315,"R, Ritter",Consumer,Aurora,Illinois,60505,Central,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,520.464,2,0.3,-14.8704,GuestStacker,2017,Monday,December,IL
CA-2016-127642,2016-05-21,2016-05-23,First Class,CP-12340,"C, Phan",Corporate,Warwick,Rhode Island,2886,East,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,111.96,2,0.0,54.8604,Easy-staple,2016,Saturday,May,RI
US-2017-163195,2017-02-17,2017-02-21,Second Class,LL-16840,"L, Leatherbury",Consumer,Lafayette,Louisiana,70506,South,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,3,0.0,8.4564,KLD,2017,Friday,February,LA
CA-2017-111332,2017-05-20,2017-05-22,Second Class,NC-18340,"N, Carroll",Consumer,Fargo,North Dakota,58103,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,131.94,3,0.0,35.6238,Boston,2017,Saturday,May,ND
CA-2017-111332,2017-05-20,2017-05-22,Second Class,NC-18340,"N, Carroll",Consumer,Fargo,North Dakota,58103,Central,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",25.92,4,0.0,8.2944,BIC,2017,Saturday,May,ND
CA-2017-111332,2017-05-20,2017-05-22,Second Class,NC-18340,"N, Carroll",Consumer,Fargo,North Dakota,58103,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,704.76,4,0.0,162.0948,Fellowes,2017,Saturday,May,ND
CA-2017-111332,2017-05-20,2017-05-22,Second Class,NC-18340,"N, Carroll",Consumer,Fargo,North Dakota,58103,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,7.41,3,0.0,3.4827,Staples,2017,Saturday,May,ND
CA-2017-111332,2017-05-20,2017-05-22,Second Class,NC-18340,"N, Carroll",Consumer,Fargo,North Dakota,58103,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",21.5,10,0.0,7.095,Binney,2017,Saturday,May,ND
CA-2017-117044,2017-09-11,2017-09-13,Second Class,HA-14920,"H, Andreada",Consumer,Chicago,Illinois,60623,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,10.528,4,0.2,3.29,Acco,2017,Monday,September,IL
CA-2017-117044,2017-09-11,2017-09-13,Second Class,HA-14920,"H, Andreada",Consumer,Chicago,Illinois,60623,Central,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,20.544,6,0.2,6.42,Xerox,2017,Monday,September,IL
US-2016-165078,2016-11-05,2016-11-10,Standard Class,MA-17995,"M, Arnett",Home Office,Lawrence,Indiana,46226,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,104.9,5,0.0,50.352,Premium,2016,Saturday,November,IN
US-2016-165078,2016-11-05,2016-11-10,Standard Class,MA-17995,"M, Arnett",Home Office,Lawrence,Indiana,46226,Central,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2,0.0,16.2688,Prismacolor,2016,Saturday,November,IN
US-2016-165078,2016-11-05,2016-11-10,Standard Class,MA-17995,"M, Arnett",Home Office,Lawrence,Indiana,46226,Central,OFF-LA-10000414,Office Supplies,Labels,Avery 503,51.75,5,0.0,24.84,Avery,2016,Saturday,November,IN
US-2017-169320,2017-07-23,2017-07-25,Second Class,LH-16900,"L, Hernandez",Consumer,Elkhart,Indiana,46514,Central,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,2,0.0,5.4896,Quartet,2017,Sunday,July,IN
US-2017-169320,2017-07-23,2017-07-25,Second Class,LH-16900,"L, Hernandez",Consumer,Elkhart,Indiana,46514,Central,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",159.75,5,0.0,11.1825,Memorex,2017,Sunday,July,IN
CA-2016-158575,2016-11-18,2016-11-24,Standard Class,SB-20290,"S, Braxton",Corporate,Kent,Ohio,44240,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,103.968,6,0.2,16.8948,Holmes,2016,Friday,November,OH
CA-2016-156811,2016-10-27,2016-11-02,Standard Class,BP-11095,"B, Pistole",Corporate,San Francisco,California,94122,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,43.92,4,0.0,11.8584,Staple,2016,Thursday,October,CA
CA-2016-156811,2016-10-27,2016-11-02,Standard Class,BP-11095,"B, Pistole",Corporate,San Francisco,California,94122,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,3,0.2,7.8225,Acco,2016,Thursday,October,CA
CA-2017-111556,2017-11-20,2017-11-22,First Class,CD-11920,"C, Daly",Consumer,New York City,New York,10035,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,46.76,7,0.0,22.4448,Xerox,2017,Monday,November,NY
CA-2017-111556,2017-11-20,2017-11-22,First Class,CD-11920,"C, Daly",Consumer,New York City,New York,10035,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",183.968,2,0.2,-25.2956,Sauder,2017,Monday,November,NY
CA-2017-111556,2017-11-20,2017-11-22,First Class,CD-11920,"C, Daly",Consumer,New York City,New York,10035,East,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1259.97,3,0.0,327.5922,Samsung,2017,Monday,November,NY
CA-2017-111556,2017-11-20,2017-11-22,First Class,CD-11920,"C, Daly",Consumer,New York City,New York,10035,East,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,68.97,3,0.0,19.3116,Boston,2017,Monday,November,NY
CA-2016-108868,2016-09-08,2016-09-12,Standard Class,KB-16585,"K, Black",Corporate,Dallas,Texas,75081,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368,2,0.2,6.1572,Boston,2016,Thursday,September,TX
CA-2016-108868,2016-09-08,2016-09-12,Standard Class,KB-16585,"K, Black",Corporate,Dallas,Texas,75081,Central,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",59.96,5,0.2,21.7355,Belkin,2016,Thursday,September,TX
CA-2016-148740,2016-11-15,2016-11-19,Standard Class,AH-10690,"A, Häberlin",Corporate,San Diego,California,92024,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2,0.2,27.1032,Polycom,2016,Tuesday,November,CA
CA-2016-131737,2016-03-17,2016-03-17,Same Day,GZ-14470,"G, Zandusky",Consumer,Columbia,Maryland,21044,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",199.9,5,0.0,89.955,Blue,2016,Thursday,March,MD
CA-2016-131737,2016-03-17,2016-03-17,Same Day,GZ-14470,"G, Zandusky",Consumer,Columbia,Maryland,21044,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95,3,0.0,297.6435,Honeywell,2016,Thursday,March,MD
CA-2016-131737,2016-03-17,2016-03-17,Same Day,GZ-14470,"G, Zandusky",Consumer,Columbia,Maryland,21044,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,971.5,5,0.0,252.59,Electrix,2016,Thursday,March,MD
CA-2016-114538,2016-12-26,2016-12-27,First Class,RC-19825,"R, Collins",Consumer,Colorado Springs,Colorado,80906,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,11.328,2,0.2,2.5488,SANFORD,2016,Monday,December,CO
CA-2016-100041,2016-11-20,2016-11-25,Standard Class,BF-10975,"B, Fisher",Corporate,Columbus,Indiana,47201,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",9.08,2,0.0,4.086,Ampad,2016,Sunday,November,IN
CA-2016-100041,2016-11-20,2016-11-25,Standard Class,BF-10975,"B, Fisher",Corporate,Columbus,Indiana,47201,Central,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,314.55,3,0.0,150.984,Xerox,2016,Sunday,November,IN
CA-2016-100041,2016-11-20,2016-11-25,Standard Class,BF-10975,"B, Fisher",Corporate,Columbus,Indiana,47201,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.91,1,0.0,2.3077,Pressboard,2016,Sunday,November,IN
CA-2017-132339,2017-08-19,2017-08-23,Standard Class,JB-15400,"J, Braxton",Corporate,Lawrence,Massachusetts,1841,East,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,387.99,1,0.0,182.3553,Fellowes,2017,Saturday,August,MA
CA-2017-112900,2017-04-09,2017-04-12,Second Class,KL-16645,"K, Lonsdale",Consumer,Detroit,Michigan,48205,Central,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,478.24,8,0.0,219.9904,GBC,2017,Sunday,April,MI
CA-2017-159464,2017-05-18,2017-05-19,First Class,TB-21355,"T, Boyes",Corporate,Sandy Springs,Georgia,30328,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",17.24,2,0.0,4.4824,Acco,2017,Thursday,May,GA
CA-2017-159464,2017-05-18,2017-05-19,First Class,TB-21355,"T, Boyes",Corporate,Sandy Springs,Georgia,30328,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,302.94,3,0.0,75.735,Hon,2017,Thursday,May,GA
CA-2017-159464,2017-05-18,2017-05-19,First Class,TB-21355,"T, Boyes",Corporate,Sandy Springs,Georgia,30328,South,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,34.75,5,0.0,15.6375,QVS,2017,Thursday,May,GA
CA-2017-159464,2017-05-18,2017-05-19,First Class,TB-21355,"T, Boyes",Corporate,Sandy Springs,Georgia,30328,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,0.0,54.6912,Poly,2017,Thursday,May,GA
CA-2017-159464,2017-05-18,2017-05-19,First Class,TB-21355,"T, Boyes",Corporate,Sandy Springs,Georgia,30328,South,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,55.98,2,0.0,15.6744,Apple,2017,Thursday,May,GA
US-2017-103226,2017-09-22,2017-09-28,Standard Class,DW-13195,"D, Wiener",Corporate,Albuquerque,New Mexico,87105,West,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,27.18,3,0.0,12.231,Southworth,2017,Friday,September,NM
CA-2017-119452,2017-03-21,2017-03-27,Standard Class,CL-12565,"C, Ludtke",Consumer,Tulsa,Oklahoma,74133,Central,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1805.88,6,0.0,523.7052,Global,2017,Tuesday,March,OK
CA-2017-147725,2017-09-14,2017-09-14,Same Day,LT-17110,"L, Thompson",Consumer,Orange,New Jersey,7050,East,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3,0.0,18.447,Boston,2017,Thursday,September,NJ
CA-2016-168893,2016-11-03,2016-11-08,Second Class,AP-10915,"A, Prichep",Consumer,Henderson,Kentucky,42420,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,20.0,4,0.0,9.6,Advantus,2016,Thursday,November,KY
